date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:22	39880/39880	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:26%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/pages/timeline.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:23	18463/18463	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:26%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:24	20807/20807	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:28%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:25	15524/15524	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:28%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:26	40065/40065	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:30%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:26	64241/64241	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:30%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/buttons.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:28	45949/45949	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:31%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/grid.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:30	56005/56005	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:33%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/panels.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:32	37375/37375	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:35%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/sweet-alert.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:34	53007/53007	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:37%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/notifications.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:35	34095/34095	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:38%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/icons.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:36	40106/40106	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:39%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/components/typography.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:37	85214/85214	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/avatar.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/avatar.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:37	52631/52631	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:40%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:38	50929/50929	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:42%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:40	49356/49356	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:43%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:42	46443/46443	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:45%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:44	45067/45067	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:47%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/tables/regular.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:45	60419/60419	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:49%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:46	79372/79372	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:50%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/tables/datatables.net.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:48	34536/34536	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:51%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/maps/google.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:49	31252/31252	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:53%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/maps/fullscreen.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:51	33376/33376	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:54%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/maps/vector.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:53	189310/189310	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-1.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-1.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:53	61808/61808	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:56%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/widgets.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:55	38375/38375	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:19:58%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/charts.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/charts.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:56	33397/33397	---M--	200	added ('OK%20')	text/html	date:Fri,%2023%20Feb%202018%2019:20:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/examples/calendar.html	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:57	3310/3310	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/US.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:58	3109/3109	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/DE.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:58	3488/3488	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/AU.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:58	3543/3543	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/GB.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:59	3298/3298	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/RO.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:48:59	3594/3594	---M--	200	added ('OK%20')	image/png	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/flags/BR.png	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:49:20	123917/123917	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpeg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/card-3.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:49:34	251125/251125	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpeg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/card-2.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:49:37	233583/233583	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpeg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/card-1.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:49:53	86659/86659	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-3.2.1.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-3.2.1.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:00	36816/36816	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:02	8137/8137	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/material.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/material.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:03	393121/393121	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-2.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:07	25332/25332	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/perfect-scrollbar.jquery.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/perfect-scrollbar.jquery.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:08	5091/5091	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/arrive.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/arrive.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:12	21090/21090	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.validate.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.validate.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:15	238050/238050	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2017%20Jul%202016%2022:01:05%20GMT	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	D:/My%20Web%20Sites/theme1/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:18	377600/377600	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-3.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:21	14521/14521	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:21	58687/58687	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/moment.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/moment.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:23	40174/40174	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/chartist.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/chartist.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:24	16937/16937	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-notify.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-notify.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:27	31066/31066	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.sharrre.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.sharrre.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:31	21185/21185	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/nouislider.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/nouislider.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:32	386464/386464	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/sidebar-4.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:39	106360/106360	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:45	91447/91447	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:49	56499/56499	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/sweetalert2.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/sweetalert2.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:49	16780/16780	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:55	26672/26672	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.tagsinput.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery.tagsinput.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:50:57	13847/13847	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.js?v=1.2.1	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard23cd.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:51:05	269400/269400	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-jvectormap.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/jquery-jvectormap.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:51:05	47286/47286	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/demo.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/demo.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:51:08	31396/31396	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Mar%202017%2008:47:48%20GMT	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	D:/My%20Web%20Sites/theme1/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from http://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
00:51:16	172116/172116	---M--	200	added ('OK%20')	application/javascript	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/js/fullcalendar.min.js	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/js/fullcalendar.min.js	(from http://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
00:51:21	74370/74370	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2023%20Feb%202018%2018:54:00%20GMT	http://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	D:/My%20Web%20Sites/theme1/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from http://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
